"legacy_code","current_code","chogan_name","category","subcategory","reference_brand","reference_perfume","verification_status","match_confidence","notes","type","price","gender_category","head_note","heart_note","base_note","product_url","match_reasoning","source_url","match_method"
"018","018M","Revelation - Perfume for Him","Men","Men perfumes inspired by","Cartier","Declaration","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Artemisia, Bergamot, Birch, Bitter Orange, Caraway, Coriander, Mandarin Orange, Neroli","Cardamom, Cinnamon, Ginger, Iris, Jasmine, Juniper, Orris Root, Pepper","Amber, Cedar, Leather, Oakmoss, Tea, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/11861","","","Normalized code (suffix / leading zero)"
"020","020M","Obscuro - Perfume for Him","Men","Men perfumes inspired by","Yves Saint Laurent","La Nuit de l'Homme","Legacy code / current code found","Confirmed","Popular","Perfume","35,00 €","Men","Cardamom","Bergamot, Cedar, Lavender","Caraway, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/11906","","","Normalized code (suffix / leading zero)"
"021","021M","Aqua Soul for Him - Perfume","Men","Men perfumes inspired by","Dolce & Gabbana","Light Blue","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Bergamot, Grapefruit, Juniper, Mandarin Orange","Brazilian Rosewood, Pepper, Rosemary","Incense, Musk, Oakmoss","https://www.chogangroupspa.com/chogangroup/productDetail/11921","","","Normalized code (suffix / leading zero)"
"022","022M","Elemental - Perfume for Him","Men","Men perfumes inspired by","Hermès","Terre d'Hermes","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Grapefruit, Orange","Flint, Pelargonium, Pepper","Benzoin, Cedar, Patchouli, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/11926","","","Normalized code (suffix / leading zero)"
"030","030M","Maverick - Perfume for Him","Men","Men perfumes inspired by","Paco Rabanne","Black XS","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Lemon, Sage","Cardamom, Cinnamon, Praline, Tolu Balsam","Ambergris, Brazilian Rosewood, Patchouli","https://www.chogangroupspa.com/chogangroup/productDetail/12061","","","Normalized code (suffix / leading zero)"
"032","032M","Explosive - Perfume for Him","Men","Men perfumes inspired by","Viktor & Rolf","Spice Bomb","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Bergamot, Elemi, Grapefruit, Pink Pepper","Cinnamon, Pimento, Saffron","Leather, Tobacco Blossom, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/12076","","","Normalized code (suffix / leading zero)"
"033","033M","Nightfall - Perfume for Him","Men","Men perfumes inspired by","Armani","Black Code","Legacy code / current code found","Confirmed","Popular","Perfume","35,00 €","Men","Bergamot, Lemon","Guaiac Wood, Olive flower, Star Anise","Leather, Tobacco Blossom, Tonka Bean","https://www.chogangroupspa.com/chogangroup/productDetail/12091","","","Normalized code (suffix / leading zero)"
"037","037","Perfume For Him with 30% essence","Men","Men perfumes inspired by","Bulgari","Man","Confirmed","Confirmed","","Perfume","35,00 €","Men","Bergamot, Lotus, Pear, Violet Leaf","Amber, Cashmir wood, Cypriol Oil or Nagarmotha, Sandalwood, Vetiver, Woody Notes","Benzoin, Honey, Musk, Tonka Bean","https://www.chogangroupspa.com/chogangroup/productDetail/9037","","","Exact code"
"038","038M","Abyss - Perfume for Him","Men","Men perfumes inspired by","Chanel","Bleu","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Grapefruit, Lemon, Mint, Pink Pepper","Ginger, Iso E Super, Jasmine, Nutmeg","Cedar, Incense, Labdanum, Musk, Patchouli, Sandalwood, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/12121","","","Normalized code (suffix / leading zero)"
"048","048M","Sublime for Him - Perfume","Men","Men perfumes inspired by","Chanel","Allure Homme","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Bergamot, Ginger, Lavender, Lemon, Mandarin Orange, Peach","Anise, Brazilian Rosewood, Cedarwood, Freesia, Gardenia, Jasmine, Patchouli, Pepper, Rose, Vetiver","Amber, Benzoin, Coconut, Leather, Musk, Oakmoss, Sandalwood, Tonka Bean, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/12206","","","Normalized code (suffix / leading zero)"
"250","160M","British Charm For Him - Perfume for Him","Men","Men perfumes inspired by","Burberry","Burberry for Men","Needs review","Very likely","160M/British Charm For Him likely pairs with 159W, but the notes should be checked against Burberry for Men before treating it as confirmed.","Perfume","35,00 €","Men","Bergamot, Lavender, Mint, Thyme","Cedarwood, Geranium, Jasmine, Oakmoss, Sandalwood","Amber, Musk, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/10953","160M/British Charm For Him likely pairs with 159W, but the notes should be checked against Burberry for Men before treating it as confirmed.","https://www.google.com/search?q=%22Bergamot%22+%22Lavender%22+%22Mint%22+%22Thyme%22+%22Burberry+Men%22","Audit mapping"
"052","052M","Arabian Mirage - Perfume for Him","Men","Men perfumes inspired by","Cartier","Pasha","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Anise, Caraway, Lavender, Mandarin Orange, Mint","Brazilian Rosewood, Coriander","Labdanum, Oakmoss, Patchouli, Sandalwood","https://www.chogangroupspa.com/chogangroup/productDetail/12256","","","Normalized code (suffix / leading zero)"
"061","061M","Triumph - Perfume for Him","Men","Men perfumes inspired by","Paco Rabanne","Invictus","Legacy code / current code found","Confirmed","Popular","Perfume","35,00 €","Men","Grapefruit, Mandarin Orange, Sea Water","Bay Leaf, Jasmine","Ambergris, Guaiac Wood, Oakmoss, Patchouli","https://www.chogangroupspa.com/chogangroup/productDetail/12346","","","Normalized code (suffix / leading zero)"
"062","062M","Extreme - Perfume for Him","Men","Men perfumes inspired by","Dolce & Gabbana","Intenso","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Basil, English Marigold, Geranium, Lavender, Water","Bran, Clary Sage, Hay, Moepel Accord, Tobacco Blossom","Amber, Cypress, Labdanum, Musk, Sandalwood","https://www.chogangroupspa.com/chogangroup/productDetail/12361","","","Normalized code (suffix / leading zero)"
"265","157M","Aftertouch - Perfume for Him","Men","Men perfumes inspired by","Hugo Boss","The Scent","Needs review","Very likely","157M/Aftertouch has the distinctive The Scent structure: ginger/mandarin/bergamot opening, maninka/lavender heart, leather/woody base.","Perfume","35,00 €","Men","Bergamot, Ginger, Mandarin Orange","Lavender, Maninka","Leather, Woody Notes","https://www.chogangroupspa.com/chogangroup/productDetail/11098","157M/Aftertouch has the distinctive The Scent structure: ginger/mandarin/bergamot opening, maninka/lavender heart, leather/woody base.","https://www.fragrantica.com/perfume/Hugo-Boss/Boss-The-Scent-31445.html","Audit mapping"
"069","069M","Seaside - Perfume for Him","Men","Men perfumes inspired by","Profumum Roma","Acqua di Sale","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Myrtle, Salt","Seaweed","Cedarwood","https://www.chogangroupspa.com/chogangroup/productDetail/12421","","","Normalized code (suffix / leading zero)"
"079","079M","So True - Perfume for Him","Men","Men perfumes inspired by","Yves Saint Laurent","Myslf","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Bergamot","Orange Blossom","Ambrofix, Patchouli","https://www.chogangroupspa.com/chogangroup/productDetail/12506","","","Normalized code (suffix / leading zero)"
"283","","","Men","Men perfumes inspired by","Roberto Cavalli","Uomo","Confirmed","Confirmed","","Perfume","35,00 €","Men","","","","","","","Legacy entry retained"
"084","084M","Indigo - Perfume for Him","Men","Men perfumes inspired by","Versace","Dylan Blue","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Bergamot, Fig Leaf, Grapefruit, Water","Ambroxan, Papyrus, Patchouli, Pepper, Violet Leaf","Incense, Musk, Saffron, Tonka Bean","https://www.chogangroupspa.com/chogangroup/productDetail/12566","","","Normalized code (suffix / leading zero)"
"086","086M","Titan - Perfume for Him","Men","Men perfumes inspired by","Mont Blanc","Legend","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Bergamot, Lavender, Lemon Verbena, Pineapple","Coumarin, Dried Fruits, Geranium, Oakmoss, Red Apple, Rose","Sandalwood, Tonka Bean","https://www.chogangroupspa.com/chogangroup/productDetail/12601","","","Normalized code (suffix / leading zero)"
"087","087M","Wildman - Perfume for Him","Men","Men perfumes inspired by","Azzaro","Wanted","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Ginger, Lavender, Lemon, Mint","Apple, Cardamom, Geranium, Juniper","Amberwood, Tonka Bean, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/12616","","","Normalized code (suffix / leading zero)"
"088","088","Perfume for Him with 30% essence","Men","Men perfumes inspired by","Bulgari","Man in Black","Confirmed","Confirmed","","Perfume","35,00 €","Men","Rum, Spices, Tobacco Blossom","Iris, Leather, Tuberose","Benzoin, Guaiac Wood, Tonka Bean","https://www.chogangroupspa.com/chogangroup/productDetail/9081","","","Exact code"
"091","091M","Bond - Perfume for Him","Men","Men perfumes inspired by","Azzaro","Chrome","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Bergamot, Lemon, Neroli, Pineapple, Rosemary","Coriander, Cyclamen, Night Blooming Jasmine, Oakmoss","Brazilian Rosewood, Cardamom, Cedarwood, Musk, Oakmoss, Sandalwood, Tonka Bean","https://www.chogangroupspa.com/chogangroup/productDetail/12671","","","Normalized code (suffix / leading zero)"
"292","","","Men","Men perfumes inspired by","Burberry","Mr. Burberry","Confirmed","Confirmed","","Perfume","35,00 €","Men","","","","","","","Legacy entry retained"
"140","140M","Cupid - Perfume for Him","Men","Men perfumes inspired by","Versace","Eros","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Men","Green Apple, Lemon, Mint","Ambroxan, Geranium, Tonka Bean","Cedar, Oakmoss, Vanilla, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/12931","","","Normalized code (suffix / leading zero)"
"246","155U","True Self - Unisex Perfume","Unisex","Unisex perfumes inspired by","Calvin Klein","CK One","Legacy code / current code found","Confirmed","Multiple reseller pages explicitly say 155U is formerly 246, and the note pyramid matches CK One.","Perfume","35,00 €","Unisex","Bergamot, Cardamom, Green Notes, Lemon, Mandarin Orange, Papaya, Pineapple","Freesia, Jasmine, Lily-of-the-Valley, Nutmeg, Orris Root, Rose, Violet","Amber, Cedar, Green Notes, Musk, Oakmoss, Sandalwood, Tea","https://www.chogangroupspa.com/chogangroup/productDetail/10978","Multiple reseller pages explicitly say 155U is formerly 246, and the note pyramid matches CK One.","https://www.marieclaire.co.uk/beauty/ck-one","Audit mapping"
"054","054U","Night Flower - Unisex Perfume","Unisex","Unisex perfumes inspired by","Tom Ford","Black Orchid","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Unisex","Bergamot, Black Currant, Gardenia, Jasmine, Lemon, Mandarin Orange, Truffle, Ylang-Ylang","Fruity Notes, Gardenia, Jasmine, Lotus, Orchid, Spices, Ylang-Ylang","Amber, Dark Chocolate, Incense, Musk, Patchouli, Sandalwood, Vanilla, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/12286","","","Normalized code (suffix / leading zero)"
"072","072U","Earth Memory - Unisex Perfume","Unisex","Unisex perfumes inspired by","Reminiscence","Patchouli","Legacy code / current code found","Confirmed","","Perfume","35,00 €","Unisex","Cedar","Patchouli, Sandalwood, Vetiver","Labdanum, Musk, Tolu Balsam, Tonka Bean, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/12466","","","Normalized code (suffix / leading zero)"
"100","100","Unisex Perfume with 30% essence","Unisex","Unisex perfumes inspired by","Montale","White Aoud","Confirmed","Confirmed","","Perfume","35,00 €","Unisex","Agarwood (Oud), Cardamom, Rose, Saffron","Jasmine, Patchouli, Sandalwood","Amber, Labdanum, Vanilla, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/9091","","","Exact code"
"105","105U","Expresso - Unisex Perfume","Unisex","Unisex perfumes inspired by","Montale","Intense Cafe","Legacy code / current code found","Confirmed","Popular","Perfume","35,00 €","Unisex","Floral Notes","Coffee, Rose","Amber, Musk, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/13021","","","Normalized code (suffix / leading zero)"
"093","093","Perfume for Her with 30% essence","Premium","Premium 70 ml women perfumes inspired by","Creed","Aventus for Her","Confirmed","Confirmed","","Premium perfume","57,00 €","Women","Apple, Bergamot, Lemon, Patchouli, Pink Pepper, Violet","Musk, Rose, Sandalwood, Styrax","Amber, Black Currant, Lilac, Peach, Ylang-Ylang","https://www.chogangroupspa.com/chogangroup/productDetail/9017","","","Exact code"
"122","122W","Volare - Perfume for Her","Premium","Premium 70 ml women perfumes inspired by","Yves Saint Laurent","Libre","Legacy code / current code found","Confirmed","","Premium perfume","48,00 €","Women","Black Currant, Lavender, Mandarin Orange, Petitgrain","Jasmine, Lavender, Orange Blossom","Ambergris, Cedar, Musk, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/12856","","","Normalized code (suffix / leading zero)"
"131","131W","Chica Mala - Perfume for Her","Premium","Premium 70 ml women perfumes inspired by","Carolina Herrera","Good Girl","Legacy code / current code found","Confirmed","","Premium perfume","48,00 €","Women","Almond, Bergamot, Coffee, Lemon","Iris, Jasmine, Orange Blossom, Rose, Tuberose","Amber, Cacao Pod, Cashmir wood, Cedar, Cinnamon, Musk, Patchouli, Praline, Sandalwood, Tonka Bean, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/12886","","","Normalized code (suffix / leading zero)"
"132","132W","My rules - Perfume for Her","Premium","Premium 70 ml women perfumes inspired by","Armani","My Way","Legacy code / current code found","Confirmed","","Premium perfume","45,00 €","Women","Bergamot, Orange Blossom","Jasmine, Tuberose","Cedar, Musk, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/12896","","","Normalized code (suffix / leading zero)"
"068","068M","Glory for Him - Perfume for Him","Premium","Premium 70 ml men perfumes inspired by","Creed","Aventus","Legacy code / current code found","Confirmed","Popular","Premium perfume","57,00 €","Men","Apple, Bergamot, Black Currant, Pineapple","Birch, Jasmine, Patchouli, Rose","Ambergris, Musk, Oakmoss, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/12406","","","Normalized code (suffix / leading zero)"
"094","094M","Revenant Intense - Perfume for Him","Premium","Premium 70 ml men perfumes inspired by","Dior","Sauvage","Legacy code / current code found","Confirmed","Popular","Premium perfume","48,00 €","Men","Bergamot, Pepper","Elemi, Geranium, Lavender, Patchouli, Pink Pepper, Sichuan Pepper, Vetiver","Ambroxan, Cedar, Labdanum","https://www.chogangroupspa.com/chogangroup/productDetail/12706","","","Normalized code (suffix / leading zero)"
"113","113M","Your Journey - Perfume for Him","Premium","Premium 70 ml men perfumes inspired by","Louis Vuitton","Sur la Route","Legacy code / current code found","Confirmed","","Premium perfume","57,00 €","Men","Bergamot, Citruses, Lemon, Pink Pepper","Cardamom, Grass, Hedione, Nutmeg","Cedarwood, Iso E Super, Leather, Patchouli, Peru Balsam","https://www.chogangroupspa.com/chogangroup/productDetail/13036","","","Normalized code (suffix / leading zero)"
"136","136M","Modern Man - Perfume for Him","Premium","Premium 70 ml men perfumes inspired by","Dior","Dior Homme Intense","Legacy code / current code found","Confirmed","","Premium perfume","45,00 €","Men","Lavender","Ambrette (Musk Mallow), Iris, Pear","Cedarwood, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/12916","","","Normalized code (suffix / leading zero)"
"044","044","Unisex Perfume with 30% essence","Premium","Premium 70 ml unisex perfumes inspired by","Creed","Silver Mountain","Confirmed","Confirmed","","Premium perfume","48,00 €","Unisex","Bergamot, Mandarin Orange","Black Currant, Tea","Galbanum, Musk, Petitgrain, Sandalwood","https://www.chogangroupspa.com/chogangroup/productDetail/9041","","","Exact code"
"073","073","Unisex Perfume with 30% essence","Premium","Premium 70 ml unisex perfumes inspired by","Creed","Himalaya","Confirmed","Confirmed","","Premium perfume","48,00 €","Unisex","Bergamot, Grapefruit, Lemon","Sandalwood","Ambergris, Cedarwood, Musk","https://www.chogangroupspa.com/chogangroup/productDetail/9065","","","Exact code"
"099","099U","Orange Sun - Unisex Perfume","Premium","Premium 70 ml unisex perfumes inspired by","Tom Ford","Mandarino di Amalfi","Legacy code / current code found","Confirmed","","Premium perfume","45,00 €","Unisex","Basil, Black Currant, Grapefruit, Lemon, Mint, Tarragon","Clary Sage, Coriander, Jasmine, Orange Blossom, Pepper, Shiso","Amber, Civet, Labdanum, Musk, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/12766","","","Normalized code (suffix / leading zero)"
"110","110U","Mystic Spell - Unisex Perfume","Premium","Premium 70 ml unisex perfumes inspired by","Tiziana Terenzi","Kirke","Legacy code / current code found","Confirmed","","Premium perfume","48,00 €","Unisex","Black Currant, Passionfruit, Peach, Pear, Raspberry, Sand","Lily-of-the-Valley","Heliotrope, Musk, Patchouli, Sandalwood, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/13296","","","Normalized code (suffix / leading zero)"
"114","114U","Desert Whisper - Unisex Perfume","Premium","Premium 70 ml unisex perfumes inspired by","Louis Vuitton","Ombre Nomade","Legacy code / current code found","Confirmed","","Premium perfume","48,00 €","Unisex","Bergamot, Lemon, Raspberry","Cinnamon, Geranium, Jasmine, Rose, Saffron","Agarwood (Oud), Amber, Cypriol Oil or Nagarmotha, Musk, Sandalwood, Skin, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/13046","","","Normalized code (suffix / leading zero)"
"135","135","Unisex Perfume with 30% essence","Premium","Premium 70 ml unisex perfumes inspired by","Dior","Bois d'Argent","Confirmed","Confirmed","","Premium perfume","57,00 €","Unisex","Cypress, Iris, Juniper Berries","Myrrh, Patchouli","Amber, Honey, Leather, Musk, Resins, Vanilla, Woody Notes","https://www.chogangroupspa.com/chogangroup/productDetail/9113","","","Exact code"
"142","142","Unisex Perfume with 30% essence","Premium","Premium 70 ml unisex perfumes inspired by","Tom Ford","Ombre Leather","Confirmed","Confirmed","","Premium perfume","57,00 €","Unisex","Cardamom","Jasmine, Leather","Amber, Moss, Patchouli","https://www.chogangroupspa.com/chogangroup/productDetail/8888","","","Exact code"
"045","045B","Baby Boy - Eau de Parfum for Boys","Kids","Kids perfumes","","","Original / no dupe","Original / no dupe","","Kids perfume","29,00 €","Kids","","","","https://www.chogangroupspa.com/chogangroup/productDetail/13236","","","Normalized code (suffix / leading zero)"
"058","058B","Baby Girl - Eau de Parfum for Girls","Kids","Kids perfumes","","","Original / no dupe","Original / no dupe","","Kids perfume","29,00 €","Kids","","","","https://www.chogangroupspa.com/chogangroup/productDetail/13251","","","Normalized code (suffix / leading zero)"
"059","059B","Baby Joy - Eau de Parfum for Babies","Kids","Kids perfumes","","","Original / no dupe","Original / no dupe","","Kids perfume","29,00 €","Kids","","","","https://www.chogangroupspa.com/chogangroup/productDetail/13256","","","Normalized code (suffix / leading zero)"
"109","109W","Pure Gold Intense - Luxury Perfume For Her","Luxury","Luxury 50 ml women perfumes inspired by","Dior","J'adore L'Or","Legacy code / current code found","Confirmed","","Luxury perfume","52,00 €","Women","Jasmine, Rose","Tonka Bean, Vanilla","Amber, Labdanum, Patchouli","https://www.chogangroupspa.com/chogangroup/productDetail/13321","","","Normalized code (suffix / leading zero)"
"123","123W","Sweet Rebel - Luxury Perfume For Her","Luxury","Luxury 50 ml women perfumes inspired by","Kilian","Good Girl Gone Bad","Legacy code / current code found","Confirmed","","Luxury perfume","52,00 €","Women","Jasmine, Osmanthus, Rose","Narcissus, Tuberose","Amber, Cedar","https://www.chogangroupspa.com/chogangroup/productDetail/13146","","","Normalized code (suffix / leading zero)"
"074","74M","Essence Noire - Luxury Perfume For Him","Luxury","Luxury 50 ml men perfumes inspired by","Nasomatto","Black Afgano","Legacy code / current code found","Confirmed","","Luxury perfume","52,00 €","Men","Cannabis, Green Notes","Coffee, Resins, Tobacco Blossom, Woody Notes","Agarwood (Oud), Incense","https://www.chogangroupspa.com/chogangroup/productDetail/12946","","","Normalized code (suffix / leading zero)"
"075","75","Luxury Perfume for Him with 30% essence","Luxury","Luxury 50 ml men perfumes inspired by","Clive Christian","X for Men","Legacy code / current code found","Confirmed","","Luxury perfume","52,00 €","Men","Bergamot, Pineapple, Rhubarb","Iris, Jasmine, Pimento","Amber, Cedar, Cinnamon, Labdanum, Oakmoss, Styrax, Vanilla, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/1792","","","Normalized code (suffix / leading zero)"
"101","101U","Soft Caress - Unisex Luxury Perfume","Luxury","Luxury 50 ml unisex perfumes inspired by","Dolce & Gabbana","Velvet Amber Skin","Legacy code / current code found","Confirmed","","Luxury perfume","52,00 €","Unisex","Bergamot, Citruses, Lavender, Silk Tree Blossom","Iris, Jasmine, Labdanum, Leather, Resins, Rose","Amberwood, Cinnamon, Cloves, Honey, Myrrh, Opoponax, Tolu Balsam, Vanilla","https://www.chogangroupspa.com/chogangroup/productDetail/12981","","","Normalized code (suffix / leading zero)"
"102","102","Unisex Luxury Perfume with 30% essence","Luxury","Luxury 50 ml unisex perfumes inspired by","Dolce & Gabbana","Velvet Amber Sun","Confirmed","Confirmed","","Luxury perfume","52,00 €","Unisex","Bergamot, Labdanum, Vanilla, Ylang-Ylang","Coriander, Pepper, Sandalwood, Smoke","Agarwood (Oud), Amberwood, Benzoin, Cinnamon, Myrrh, Olibanum (Frankincense), Opoponax, Patchouli, Tonka Bean","https://www.chogangroupspa.com/chogangroup/productDetail/3644","","","Exact code"
"106","106","Unisex Luxury Perfume with 30% essence","Luxury","Luxury 50 ml unisex perfumes inspired by","Tom Ford","Fucking Fabulous","Confirmed","Confirmed","","Luxury perfume","52,00 €","Unisex","Clary Sage, Lavender","Almond, Iris, Leather, Vanilla","Amber, Cashmeran, Leather, Tonka Bean, Woody Notes","https://www.chogangroupspa.com/chogangroup/productDetail/3696","","","Exact code"
"111","111U","Ruby Love - Unisex Luxury Perfume","Luxury","Luxury 50 ml unisex perfumes inspired by","Tom Ford","Lost Cherry","Legacy code / current code found","Confirmed","Popular","Luxury perfume","52,00 €","Unisex","Almond, Black Cherry, Liquor","Jasmine, Plum, Rose, Sour Cherry","Benzoin, Cedarwood, Cinnamon, Cloves, Patchouli, Sandalwood, Tonka Bean, Vanilla, Vetiver","https://www.chogangroupspa.com/chogangroup/productDetail/13001","","","Normalized code (suffix / leading zero)"
"112","112","Unisex Luxury Perfume with 30% essence","Luxury","Luxury 50 ml unisex perfumes inspired by","Tom Ford","Neroli Portofino","Confirmed","Confirmed","","Luxury perfume","52,00 €","Unisex","Bergamot, Bitter Orange, Lavender, Lemon, Mandarin Orange, Myrtle, Rosemary","Jasmine, Neroli, Orange Blossom, Pittosporum","Amber, Ambrette (Musk Mallow), Angelica","https://www.chogangroupspa.com/chogangroup/productDetail/4415","","","Exact code"
"117","117U","Velvet Smoke - Unisex Luxury Perfume","Luxury","Luxury 50 ml unisex perfumes inspired by","Tom Ford","Tobacco Vanille","Legacy code / current code found","Confirmed","","Luxury perfume","52,00 €","Unisex","Spices, Tobacco Blossom","Cacao Pod, Tonka Bean, Vanilla","Dried Fruits, Woody Notes","https://www.chogangroupspa.com/chogangroup/productDetail/13066","","","Normalized code (suffix / leading zero)"
"118","118U","Scarlet Fire - Unisex Luxury Perfume","Luxury","Luxury 50 ml unisex perfumes inspired by","Maison Francis Kurkdjian","Baccarat Rouge 540","Legacy code / current code found","Confirmed","Popular","Luxury perfume","52,00 €","Unisex","Jasmine, Saffron","Ambergris, Amberwood","Ambroxan, Cedarwood, Fir, Oakmoss","https://www.chogangroupspa.com/chogangroup/productDetail/13076","","","Normalized code (suffix / leading zero)"
"124","124U","Everlasting - Unisex Luxury Perfume","Luxury","Luxury 50 ml unisex perfumes inspired by","Morph","Zeta","Legacy code / current code found","Confirmed","","Luxury perfume","52,00 €","Unisex","Cacao Pod","Ambergris","Almond","https://www.chogangroupspa.com/chogangroup/productDetail/13086","","","Normalized code (suffix / leading zero)"
"125","125U","Mediterraneo - Unisex Luxury Perfume","Luxury","Luxury 50 ml unisex perfumes inspired by","Tom Ford","Sole di Positano Acqua","Legacy code / current code found","Confirmed","","Luxury perfume","52,00 €","Unisex","Mandarin Orange, Petitgrain","Jasmine, Lily-of-the-Valley, Orange Blossom, Shiso, Ylang-Ylang","Musk, Oakmoss, Sandalwood","https://www.chogangroupspa.com/chogangroup/productDetail/13091","","","Normalized code (suffix / leading zero)"
"126","126U","Lumière Dorée - Unisex Luxury Perfume","Luxury","Luxury 50 ml unisex perfumes inspired by","Tom Ford","Soleil Blanc","Legacy code / current code found","Confirmed","","Luxury perfume","52,00 €","Unisex","Bergamot, Cardamom, Pink Pepper, Pistachio","Jasmine, Tuberose, Ylang-Ylang","Amber, Benzoin, Coconut, Tonka Bean","https://www.chogangroupspa.com/chogangroup/productDetail/13286","","","Normalized code (suffix / leading zero)"
